"","V1","Mean1","Mean2","Mean3","Mean4","Mean5","Mean6","Mean7","Mean8","Mean9","Mean10","Mean11","Mean12","Mean13","Mean14","Mean15","Mean16","Mean17","Mean18","Mean19","Mean20","Mean21","Mean22","Mean23","Mean24","Mean25","Mean26","Mean27","Mean28","Mean29","Mean30","Mean31","Mean32","Mean33","Mean34","Mean35","Mean36","Mean37","Mean38","Mean39","Mean40","Mean41","Mean42","Mean43","Mean44","Mean45","Mean46","Mean47","Mean48","Mean49","Mean50","Mean51","Mean52","Mean53","Mean54"
"15516",2742,395.879,368.821,343.062,373.8,355.978,353.355,322.863,297.061,350.567,393.698,392.294,388.505,368.144,401.747,389.667,352.769,338.183,296.283,321.333,376.462,331.184,371.288,403.604,384.411,312.136,303.426,292.674,460.446,411.642,494.525,378.524,383.174,392.559,385.016,354.089,387.522,391.121,411.89,362.423,303.149,354.03,333,342.627,301.684,335.352,342.41,324.25,334.715,357.25,273.81,246.45,375.52,401.494,382.656
"15517",2743,393.625,366.787,352.551,372.587,349.231,351.52,330.3,298.542,358.063,387.933,385.357,388.212,359.223,411.489,396.917,352.745,343.829,306.783,317.314,378.912,335.882,383.05,410.636,371.568,305.023,298.083,292.523,457.366,405.129,492.792,379.311,388.556,397.508,378.641,352.924,399.016,393.947,417.171,360.73,311.669,347.801,340.622,342.386,302.842,330.778,348.247,328.811,334.618,356.55,273,252.371,376.88,402.949,389.594
"15518",2744,396.617,363.208,348.539,372.241,349.68,351.055,329,288.706,344.971,382.114,381.899,386.082,372.201,410,389.574,355.341,344.36,302.717,321.932,370.718,324.443,376.263,402.786,378.082,307.412,297.611,293.826,452.07,404.288,483.674,372.476,388.28,391.008,383.854,355.979,392.416,392.01,416.987,366.117,306.581,350.849,337.712,340.03,294.356,333.585,350.253,325.316,326.768,359.612,267.105,248.512,373.613,404.854,382.203
"15519",2745,398.304,369.57,346.148,374.759,350.96,347.02,328.047,291.64,349.513,380.439,387.067,390.361,363.55,408.779,395.944,349.961,353.311,307.12,326.599,376.974,330.89,381.669,412.754,379.253,310.39,298.954,296.799,455.258,392.828,494.415,380.232,393.715,389.941,378.641,355.233,394.361,396.266,412.469,363.672,310.973,348.922,337.353,338.093,299.463,331.227,339.078,326.127,327.469,357.429,271.805,245.212,370.378,399.402,388.422
"15520",2746,396.946,366.812,347.645,374.663,352.431,355.867,322.026,295.547,349.937,386.286,380.265,391.188,366.664,412.626,389.931,352.514,351.165,305.229,320.86,376.469,321.206,379.694,413.516,381.548,305.475,302.481,294.758,449.339,403.824,486.513,371.89,391.372,397.088,376.792,360.636,391.361,392.957,421.136,367.788,311.595,353.904,323.154,338.953,298.102,330.574,350.349,322.561,332.386,360.925,274.9,249.546,377.227,400.475,394.443
"15521",2747,395.004,366.614,349.566,370.273,355.507,355.102,322.347,294.014,345.513,387.522,388.933,389.659,370.978,405.311,388.069,351.196,347.933,302.157,322.111,373.821,327.947,373.481,406.777,378.548,310.339,302.287,294.515,451.71,410.457,489.517,381.726,382.952,393.744,385.714,355.314,394.106,394.7,419.338,364.292,305.831,349.114,337.994,336.737,289.734,334.335,346.464,327.561,332.565,357.392,270.948,247.788,377.369,397.206,387.385
"15522",2748,402.125,370.792,352.949,371.74,337.809,352.566,328.511,293.421,345.55,383.349,383.866,390.053,364.376,410.211,400.273,356.725,342.232,301.928,323.556,372.615,327.421,379.791,400.889,370.432,305.955,305.602,295.292,461.581,407.616,497.953,368.159,385.101,396.067,378.828,356.987,384.667,394.135,416.154,356.65,308.223,346.241,337.622,333.784,298.887,331.199,342.506,329.86,324.594,363.242,271.276,250.6,368.453,403.845,384.573
"15523",2749,399.633,363.797,346.52,370.2,347.698,343.562,327.668,293.229,352.878,382.404,387.303,390.524,373.14,399.379,388.898,356.902,350.909,302.964,317.879,373.029,326.272,371.341,405.361,378.185,308.186,297.787,293.996,449.839,404.377,494.237,375.457,381.986,396.29,381.146,352.419,390.157,393.15,412.193,370.044,304.601,344.024,331.981,339.483,301.797,334.466,350.217,324.224,336.251,357.021,268.938,251.758,374.609,395.832,385.12
"15524",2750,395.629,371.802,349.766,369.384,348.671,351.348,323.805,289.327,350.5,388.565,382.697,381.947,363.476,406.847,390.023,350.133,342.512,303.633,316.942,376.582,329.702,379.306,403.903,372.801,309.073,297.838,290.205,458.522,405.897,482.11,375.232,388.531,399.382,381.979,352.305,386.227,396.855,409.662,368.088,304.919,356.229,336.667,332.818,298.757,330.273,340.771,319.478,336.116,357.079,274.519,250.183,372.956,398.94,383.724
"15525",2751,395.883,365.865,343.984,373.495,352.56,348.969,321.879,294.126,335.803,381.345,386.718,394.971,367.009,401.753,388.069,354.537,346.451,313.084,319.135,378.689,326.566,379.487,408.707,384.658,308.542,298.838,295.314,458.124,406.407,488.919,372.506,389.739,392.824,370.37,357.36,388.149,391.58,410.276,363.08,299.291,350.416,334.538,338.593,305.475,329.597,347.657,325.447,329.971,357.904,262.438,251.871,374.942,398.095,382.307
"15526",2752,402.513,368.86,347.219,363.61,345.471,340.844,322.537,290.696,347.071,388.663,383.424,389.957,358.485,396.047,385.972,345.094,338.78,304.789,313.932,377.604,327.825,369.116,412.727,373.973,305.294,299.213,291.955,456.038,407.089,481.22,375.415,390.589,393.029,377.229,355.424,387.063,385.932,414.399,371.547,305.007,349.735,335.346,338.619,309.774,334.784,343.229,323.623,331.493,363.888,263.91,249.208,380.556,398.187,377.109
"15527",2753,390.346,360.599,342.152,370.371,342.969,346.707,320.579,299.486,347.929,386.773,376.508,387.192,373.581,396.942,384.995,344.941,348.244,292.97,318.536,381.901,321.868,379.031,402.194,374.979,303.333,296.125,296.265,454.366,405.642,484.788,371.079,394.072,396.197,377.198,352.246,385.373,396.401,411.526,369.095,295.716,341.09,335.558,332.669,299.198,332.864,337.392,324.127,335.184,354.508,278.443,252.342,375.591,400.848,372.354
"15528",2754,390.296,367.411,346.688,372.044,349.96,349.602,321.179,294.603,346.433,381.49,385.437,387.428,360.664,405.484,387.157,353.973,342.616,297.922,314.271,379.348,331.75,369.541,404.534,372.041,305.107,300.745,292.25,455.022,408.285,489.928,380.555,382.251,396.685,370.781,347.411,394.827,387.952,408.89,370.584,301.932,345.139,338.269,334.055,298.746,334.386,346.554,329.965,333.937,362.071,272.433,244.254,374.831,402.092,381.635
"15529",2755,397.117,362.585,349.547,371.295,343.413,348.789,326.863,297.22,347.269,383.271,382.723,387.553,370.17,402.368,389.134,351.22,349.482,297.44,313.961,375.205,325.452,378.038,405.71,371.027,309.864,298.176,296.943,449.839,397.083,485.5,370.427,385.918,396.16,384.151,357.61,387.702,389.068,411.763,361.876,312.581,339.874,336.442,327.386,292.006,328.5,341.361,329.32,332.019,358.021,275.2,248.804,379.08,403.222,387.51
"15530",2756,388.721,367.527,349.531,366.441,350.347,346.641,324.411,291.103,336.092,382.459,382.013,384.082,365.908,400.163,382.708,351.91,338.689,300.03,316.324,373.586,324.32,379.497,404.425,376.13,307.621,296.556,289.087,448.624,401.305,487.75,366.835,380.464,389.945,379.865,349.847,386.388,392.203,410.877,363.847,303.581,342.488,346,339.89,301.056,332.903,340.319,323.145,330.923,360.5,269.119,252.271,367.107,398.997,389.255
"15531",2757,393.721,363.739,346.945,373.422,347.902,346.148,317.232,294.692,341.118,378.718,386.063,387.827,357.179,403.605,390.986,346.506,338.829,297.09,312.092,385.253,328.039,367.722,403.645,378.603,309.062,291.222,295.186,450.086,402.894,483.479,371.366,385.498,394.307,375.495,354.055,390.424,388.43,414.649,363.752,309.061,353.898,334.513,338.263,300.339,331.909,339.645,323.421,325.739,364.754,269.452,248.508,380.818,395.044,380.88
"15532",2758,395.638,367.686,343.379,373.565,345.702,354.25,323.884,297.533,342.74,387.588,383.538,385.005,369.493,402.674,390.287,351.016,339.049,300.88,313.063,378.088,329.237,375.094,401.346,380.068,311.412,297.741,293.663,455.091,406.258,488.28,371.817,383,391.794,380.583,351.792,386.271,388.333,411.636,370.007,307.074,347.398,335.692,339.059,300.102,337.92,348.867,326.487,335.382,356.971,268.186,250.292,372.813,398.275,374.307
"15533",2759,398.538,365.338,348.129,367.133,349.218,350.785,326.479,295.304,349.609,387.4,390.849,388.553,367.576,398.337,383.907,352.169,345.909,292.759,321.087,372.495,332.333,376.947,405.422,376.178,302.407,299.389,297.307,441.64,401.997,487.597,372.61,387.44,392.668,380.573,352.11,391.2,397.816,408.807,369.92,308.176,348.422,328.128,340.364,302.52,329.631,339.988,322.895,331.304,365.208,268.605,249.821,371.382,403.12,383.172
"15534",2760,392.142,361.13,345.012,371.248,345.507,351.348,327.868,295.519,347.466,386.545,380.416,381.803,365.948,399.595,393.079,351.42,341.152,288.187,314.865,375.678,326.943,371.394,406.287,376.699,307.458,301.949,293.557,454.306,405.824,489.03,385.988,386.71,394.634,375.323,354.746,390.02,393.928,409.776,363.971,302.412,342.265,339.077,325.669,301.774,329.574,341.669,323.601,330.179,353.688,271.371,244.462,367.36,398.054,374.682
"15535",2761,391.629,361.319,347.504,372.683,348.107,350.027,322.432,289.589,338.26,384.384,383.244,381.577,361.603,403.505,386.963,351.839,344.043,300.874,315.884,377.432,327.566,370.878,404.387,384.596,308.181,298.806,291.11,447.097,403.089,482.233,375.561,384.169,386.265,381.573,358.398,382.51,384.483,423.022,364.182,301.939,350.187,329.038,340.653,301.463,333.318,339.56,325.452,330.425,351.812,270.086,248.433,384.387,397.69,379.995
"15536",2762,396.229,363.889,346.617,366.743,351.538,348.836,324.737,300.463,349.391,391.729,388.521,393.938,367.917,401.647,394.963,353.553,343.963,293.994,318.498,381.648,328.689,375.734,405.994,386.411,307.751,304.028,294.996,456.575,403.676,493.123,375.012,389.957,395.282,373.542,355.695,381.949,397.193,418.382,362.577,302.764,353.735,329.083,342.572,302.576,328.716,339.91,329.417,329.343,351.167,280.776,251.917,374.649,399.959,377.323
"15537",2763,408.812,369.304,354.383,373.124,358.573,365.328,342.211,296.047,354.147,398.384,390.58,401.865,366.664,424.937,404.532,363.067,345.244,303.922,323.242,390.385,335.961,392.413,418.17,388.075,304.932,301.787,299,481.511,407.722,492,374.921,393.86,403.197,381.37,359.725,398.573,410.691,417.373,366.555,319.02,357.428,352.487,345.653,311.169,331.801,350.042,331.886,338.686,366.267,275.914,248.696,381.396,401.604,384.172
"15538",2764,415.15,387.787,386.73,383.003,399.756,392.859,381.189,318.257,370.786,419.584,415.441,430.774,393.389,451.232,434.593,396.894,368.25,313.717,341.184,423.582,347.241,411.278,445.572,394.144,319.169,306.491,303.958,502.43,424.318,502.263,390.884,407.908,419.786,408.755,386.614,428.776,440.068,435.417,366.336,350.351,378.934,363.019,368.648,324.034,342.403,362.331,334.868,340.599,370.967,281.157,260.087,389.756,420.101,423.177
"15539",2765,429.587,402.715,389.457,381.689,421.204,411.543,389.263,325.28,376.303,444.227,429.176,455.442,401.424,487.316,462.5,411.278,383.604,340.133,356.551,439.234,371.706,430.731,464.762,384.274,345.401,324.06,314.739,524.817,439.202,513.106,399.628,428.13,433.718,431.047,397.195,446.796,462.42,443.105,375.854,371.966,371.084,376.244,377.835,329.441,337.506,367.289,334.136,351.469,379.725,286.757,260.796,386.707,423.535,435.812
"15540",2766,427.471,407.304,395.938,374.438,440.244,427.387,389.216,326.019,376.723,441.353,430.025,462.889,412.611,508.179,470.898,425.412,383.878,346.759,366.696,446.945,375.197,432.578,470.504,391.308,353.808,329.218,322.481,537.473,450.427,510.314,407.439,425.691,437.172,431.927,416.047,455.667,465.512,442.189,387.518,376.095,377.343,376.391,384.835,340.345,329.477,371.614,338.702,343.459,376.496,288.081,256.871,390.089,432.646,440.083
"15541",2767,429.292,422.333,395.738,379.019,435.16,413.859,384.653,335.682,380.277,448.329,419.92,457.183,422.799,515.663,475.241,430.204,394.713,356.874,371.628,449.429,375.329,431.703,471.49,391.904,364.249,324.579,317.958,541.688,443.543,518.597,406.683,424.483,437.303,435.729,416.25,466.533,458.604,454.136,385.526,381.777,369.994,377.744,386.907,327,344.256,375.199,333.741,352.589,375.946,292.019,258.038,391.6,431.044,439.536
"15542",2768,435.129,420.217,391.004,378.657,428.244,415.875,377.579,329.346,385.315,439.937,414.013,454.606,413.581,519.726,472.819,423.882,381.957,352.355,365.087,440.484,386.785,429.656,465.296,395.63,366.729,329.088,321.545,535.817,449.089,509.843,401.268,420.652,447.458,431,405.606,452.867,459.208,452.798,370.628,376.203,369.494,376.218,389.703,332.226,336.932,372.693,337.469,352.995,370.196,290.848,259.837,397.178,430.509,432.865
"15543",2769,433.421,417.696,384.938,380.467,419.307,412.109,381.358,336.35,376.282,435.674,413.391,450.779,409.406,506.058,457.718,426.714,380.488,363.289,367.657,435.784,389.496,429.25,458.185,393.945,363.096,339.644,320.28,540.581,445.447,520.136,398.445,414.628,439.185,428.828,400.975,449.055,461.676,451.737,372.533,371.797,364.114,374.846,390.572,326.011,335.75,371.03,340.487,351.227,375.737,292.414,258.492,396.107,426.927,422.995
"15544",2770,434.4,429.126,389.41,378.914,416.476,406.773,364.932,323.645,382.479,444.341,414.441,442.837,412.345,509.647,461.5,423.749,380.055,355.639,377.498,427.747,387.36,421.156,465.947,393.021,355.226,336.75,317.341,539.72,446.871,510.86,402.811,412.585,434.756,426.75,405.47,455.592,442.696,450.088,376.234,378.791,362.518,368.744,378.822,321,338.097,370.114,329.399,348.478,379.142,297.648,253.592,385.12,429.472,417.641
"15545",2771,430.983,422.411,385.383,368.521,416.342,403.859,363.347,318.327,382.458,431.816,407.584,433.707,402.358,504.063,451.162,417.498,378.671,361.084,360.966,422.088,382.421,412.288,460.123,394.507,353.944,333.468,312.549,542.226,442.033,511.432,413.701,418.845,426.996,419.542,399.504,440.812,444.633,446.724,371.307,368.291,369.235,368.821,381.873,322.475,333.301,374.602,337.509,343.188,367.587,292.667,253.988,388.662,425.778,421.203
"15546",2772,433.592,421.807,381.531,377.137,410.507,401.398,358.226,317.397,374.634,432.031,407.895,432.861,411.69,502.632,452.019,416.925,380.909,362.982,368.266,418.542,383.382,419.328,453.979,385.486,353.452,337.213,316.004,536.71,443.927,510.165,402.348,405.672,431.908,414.224,399.008,441.102,441.72,442.982,384.088,371.068,359.163,373.205,387.165,324.192,330.244,378.548,334.044,349.773,369.721,285.643,251.154,388.733,417.127,419.891
"15547",2773,433.479,421.184,380.234,374.108,405.16,392.684,362.016,321.752,381.315,428.043,408.546,434.971,401.891,493.368,446.181,421.271,372.445,365.307,370.618,413.535,371.548,412.466,457.619,380.39,343.548,336.208,308.693,533.097,440.02,511.725,395.963,402.362,433.681,419.521,404.157,445.827,439.222,442.355,369.978,363.912,365.006,362.846,375.072,322.633,335.608,373.741,327.921,352.449,371.854,286.519,256.125,388.204,419.87,421.422
"15548",2774,426.913,408.536,376.531,375.632,408.027,388.023,353.684,317.084,370.303,428.09,405.063,426.712,403.389,491.953,443.773,420.769,384.177,358.151,371.662,416.355,376.175,413.494,458.892,396.363,349.983,332.12,308.928,530.742,435.222,507.004,392.567,406.319,424.387,407.458,383.369,434.514,434.681,449.434,379.022,355.203,356.506,361.179,370.589,325.362,333.023,374.711,328.202,351.565,373.092,287.529,255.163,384.662,430.725,417.74
"15549",2775,432.45,404.754,369.148,378.81,408.827,389.543,355.079,320.776,372.643,415.384,396.559,427.014,395.511,474.874,432.69,419.329,375.518,352.464,363.319,415.817,369.807,408.647,450.853,391.897,350.723,330.014,312.83,534.011,432.844,507.415,405.793,404.415,422.752,414.958,402.114,425.863,426.116,442.132,372.19,352.73,358.723,372.891,383.521,318.96,332.71,377.494,337.465,341.618,366.538,288.267,254.879,384.889,416.646,405.281
"15550",2776,434.479,410.493,373.574,376.454,402.764,384.223,353.179,309.327,370.227,424.988,404.752,420.404,394.86,470.916,435.19,407.616,374.018,346.861,360.343,408.125,373.167,409.125,445.801,375.788,341.774,330.13,309.86,524.07,428.606,515.996,393.061,403.338,417.954,403.375,393.568,434.239,434.213,443.851,363.263,342.541,365.337,358.571,375.415,323.746,335.614,358.789,326.654,342.246,367.942,287.781,256.146,381.84,419.155,409.995
"15551",2777,431.725,407.454,372.355,377.848,392.924,384.828,350.437,307.014,370.013,420.345,396.357,422.615,397.367,463.158,428.963,410.18,372.226,353.271,355.541,402.718,366.904,401.478,449.205,390.103,339.684,325.023,307.784,516.032,424.315,507.996,389.433,402.488,414.643,411.12,390.86,433.196,427.222,433.368,362.759,343.297,356.169,369.231,369.72,319.463,339.5,367.849,324.351,338.913,371.538,283.01,253.788,379.187,418.908,409.766
"15552",2778,429.854,399.7,373.34,377.454,391.756,370.602,348.705,313.257,369.933,409.976,404.479,424.188,394.253,462.895,421.37,407.133,367.195,349.777,358.391,405.454,369.996,403.984,437.856,389.801,330.847,331.375,305.86,516.645,425.666,513.674,391.994,402.072,418.197,401.208,380.623,428.596,433.783,435.175,360.241,347.601,357.518,363.064,373.462,314.983,333.926,367.289,326.912,343.227,366.046,286.262,251.017,382.218,412.386,403.469
"15553",2779,418.462,403.522,365.785,378.956,388.942,379.793,340.842,310.944,365.076,410.725,395.092,413.981,393.288,459.205,425.94,401.6,372.329,356.602,352.203,401.245,356.746,401.038,440.199,387.253,328.797,324.778,303.792,509.22,426.553,501.733,392.5,402.498,416.874,407.302,384.356,420.38,418.222,439.044,367.336,343.716,360.139,360.545,368.919,317.006,336.545,367.699,320.355,341.222,363.996,281.881,253.629,383.342,414.304,402.562
"15554",2780,430.083,400.686,366.57,371.581,390.364,377.148,350.995,315.949,360.899,412.525,397.567,411.38,390.279,456.311,421.611,399.514,370.896,351.313,355.754,410.128,358.276,404.413,438.416,386.014,335.164,327.269,299.981,509.892,421.543,509.072,393.53,402.807,413.063,402.854,391.771,417.153,424.546,436.868,367.482,336.081,356.434,364.224,371.347,307.802,334.551,366.434,326.588,338.338,367.292,287.467,257.175,381.538,407.646,396.5
"15555",2781,429.083,404.812,363.902,372.098,387.827,378.641,335.937,311.257,365.845,412.294,390.895,413.63,383.847,457.584,418.815,394.431,371.591,347.325,345.58,404.747,365.632,400.638,445.176,388.589,328.542,329.699,306.564,504.091,421.957,504.085,390.183,398.923,419.937,399.01,379.199,422.773,422.7,432.706,367.175,347.209,358.12,363.064,365.627,314.531,331.801,367.126,330.346,341.758,364.142,284.995,252.692,383.142,413.763,397.896
"15556",2782,425.671,389.86,365.133,371.359,390.302,375.219,343.247,311.023,364.265,409.961,396.021,411.635,395.389,458.911,427.782,392.733,364.72,344.133,356.836,406.267,355.39,392.069,439.422,382.925,333.576,325.963,301.981,505.188,422.046,504.352,398.787,402.585,416.84,398.828,380.733,416.592,420.614,434.298,360.818,340.02,356.729,357.814,360.381,309.791,334.301,362.169,326.425,331.918,368.267,283.186,251.496,376.311,406.275,397.771
"15557",2783,418.717,399.816,362.574,378.667,378.658,367.523,337.737,309.794,359.996,415.078,387.95,409.245,392.476,445.521,418.375,396.835,354.396,340.464,356.507,394.308,347.689,391.747,430.29,382.651,324.192,322.241,303.159,500.602,422.126,508.169,387.226,395.749,412.849,398.833,374.14,418.612,412.087,430.136,361.861,342.27,358.795,349.981,368.487,306.977,334.426,361.307,321.118,338.686,368.487,279.962,248.379,372.991,406.487,396.099
"15558",2784,417.308,402.633,365.305,369.721,375.049,372.98,334.863,309.953,363.718,407.357,388.983,408.183,391.764,451.379,421.394,388.098,360.03,339.452,348.729,394.117,347.522,394.978,428.622,380.137,321.695,326.255,296.47,495.898,414.45,500.339,385.415,392.348,410.639,396.281,373.059,417.102,410.097,428.013,367.051,332.689,358.084,354.071,364.072,312.424,329.864,355.157,319.86,340.72,357.254,288.848,256.6,376.431,406.199,393.922
"15559",2785,418.304,399.696,357.359,370.543,381.956,376.105,340.289,304.126,360.412,412.941,388.189,406.168,385.572,435.616,418.088,386.78,359.543,343.536,346.266,393.908,348.377,393.25,432.721,387.356,323.52,321.644,306.034,500.742,412.507,510.627,383.774,386.899,407.277,396.062,377.614,416.749,419.227,428.588,372.664,338.311,353.434,352.462,362.424,314.751,331.176,359.518,326.618,342.652,358.788,280.19,249.725,383.72,406.449,390.052
"15560",2786,423.804,390.845,357.719,372.803,378.489,369.004,331.332,308.855,359.66,410.322,393.458,411.659,381.795,441.611,427.745,385.298,357.646,338.108,353.643,391.703,350.386,385.884,431.628,381.514,322.644,320.537,302,493.177,429.695,509.309,386.378,389.541,405.534,397.938,377.962,412.125,408.29,428.079,364.234,336,348.542,359.962,362.453,305.927,336.114,358.078,321.026,340.454,360.337,275.643,256.471,372.076,409.383,396.12
